PRTA,phase1,2017-09-28,63.7400016784668,67.62000274658203,69.47000122070312,63.7400016784668,65.0,64.7699966430664,66.91000366210938,62.709999084472656,
AZN,phase1,2017-11-10,33.290000915527344,33.11000061035156,33.31999969482422,32.93000030517578,32.849998474121094,32.90999984741211,32.939998626708984,32.75,
INO,phase1,2017-11-10,60.0,53.15999984741211,61.20000076293945,52.79999923706055,57.2400016784668,54.599998474121094,58.439998626708984,54.47999954223633,
PFE,phase1,2017-12-11,34.193546295166016,34.35483932495117,34.402278900146484,33.861480712890625,34.497154235839844,34.70588302612305,34.93358612060547,34.39278793334961,
FBIO,phase1,2017-12-11,54.599998474121094,54.75,56.25,54.150001525878906,56.849998474121094,53.099998474121094,56.849998474121094,52.79999923706055,
GLYC,phase1,2017-12-12,15.25,14.319999694824219,15.329999923706055,14.100000381469727,16.610000610351562,16.469999313354492,17.459999084472656,16.399999618530273,
SAGE,phase1,2018-01-31,180.2899932861328,184.66000366210938,186.4499969482422,177.1999969482422,187.66000366210938,192.3300018310547,193.97000122070312,187.00999450683594,
AFMD,phase1,2018-02-01,13.5,13.25,13.75,13.0,18.5,18.75,19.0,16.5,
IMMP,phase1,2018-05-30,2.5999999046325684,2.450000047683716,2.5999999046325684,2.4200000762939453,2.75,2.9000000953674316,2.9200000762939453,2.75,
AGIO,phase1,2018-06-01,90.9000015258789,93.5,94.9000015258789,89.9000015258789,96.26000213623047,92.88999938964844,96.7699966430664,85.26000213623047,
AGEN,phase1,2018-06-04,3.307163953781128,3.2090280055999756,3.3267910480499268,3.1894009113311768,3.218842029571533,3.1207070350646973,3.2679100036621094,3.101078987121582,
MEIP,phase1,2018-06-04,71.4000015258789,71.4000015258789,75.0,70.80000305175781,73.19999694824219,83.0,85.0,71.4000015258789,
TCRT,phase1,2018-06-18,60.0,52.650001525878906,60.45000076293945,50.849998474121094,52.95000076293945,51.0,53.400001525878906,50.25,
TTNP,phase1,2018-07-02,3960.0,3816.0,3960.0,3816.0,3744.0,3672.0,3744.0,3060.0,
PULM,phase1,2018-07-17,110.0,106.0,110.0,101.4000015258789,104.5999984741211,98.0,104.5999984741211,90.0,
MRSN,phase1,2018-07-19,15.960000038146973,16.459999084472656,16.739999771118164,15.699999809265137,10.960000038146973,10.869999885559082,11.380000114440918,10.029999732971191,
ATOS,phase1,2018-09-13,2.059999942779541,1.8200000524520874,2.299999952316284,1.7400000095367432,1.7899999618530273,1.6299999952316284,1.7899999618530273,1.6100000143051147,
